,business_id,cool,date,funny,review_id,stars,useful,user_id,fear_score,happy_score,sad_score,anger_score,neutral_score,surprise_score,disgust_score,fear_normalized,happy_normalized,sad_normalized,anger_normalized,neutral_normalized,surprise_normalized,disgust_normalized,review_length
75580,fgA9aoU0gNK80hhXhiUpSQ,0,2017-03-16 04:36:38,0,72keoPmVRcuokHoJdpembw,3,0,a90yfbyDb-YRVZyPX__jzA,0.4949990332283999,0.7944928512944999,0.7375388417384,0.6152049260283999,0.19828647914999994,0.6105593673788999,0.44108551801839996,0.12717826112987946,0.20412609424457606,0.18949311233251412,0.15806231422421102,0.05094500783040369,0.15686874811324922,0.11332646212516635,83
61836,c35qzLN6ItDpVIoj2uQW4Q,0,2014-10-13 02:46:30,0,KFKOWU82EFYVsASnzpbnCw,3,1,qZa2urX00YWHs-jRcWgUqw,1.1657924354995999,1.812145938451001,1.6138115199765002,1.4428680581247004,0.33049340424300006,1.7050220478518,0.5813370662361997,0.13475078479323727,0.20946103262499133,0.1865360952801234,0.16677720429887313,0.03820083595897389,0.19707887274061953,0.06719517430318148,226
25050,pCWg4B0R5gauQR4SJ9VDmw,0,2013-08-30 23:20:05,0,Y-80Dfsc1gnMR2yMx8dxXg,5,0,JstlXXgmpbdahreXjGeFyA,0.3717070418419999,0.4105113946142,0.6964036430039999,0.30364343011420003,0.08462397480700001,0.37499279311420003,0.15590429006419998,0.15502090422513373,0.17120430991152513,0.2904360431515479,0.12663488661679115,0.0352925385236105,0.1563912310576608,0.06502008651373088,77
90974,4CsaeCbJeQ3A6y5knN6W9g,0,2014-02-26 09:08:43,3,8jUo9FM23eJ9cYmKCLT7HQ,1,7,oV7Bfymk6uIZ00zs5Xq2FQ,0.8112782684357999,0.8133168083801,1.0781072579199,0.7652748869623,0.272990071752,0.9016540817663999,0.5112418245686999,0.1574116807115897,0.15780721700451752,0.20918429848212367,0.14848568099250184,0.05296804768962001,0.17494722828576023,0.0991958468338871,135
98278,4Fkv4bx4_b3zuoqfSBwBEw,2,2015-03-19 19:44:51,0,Zzp802V-76-hHRp_YyDZgw,5,0,n1UBXoiXMyQxwRapupMHqA,0.2865921641268,0.5691335942629,0.37278521522679997,0.3455325717218,0.12458233165,0.4697386384267999,0.09505671944290002,0.12661901360343997,0.2514483762447363,0.16469988417785053,0.15265941946660128,0.05504160238993955,0.2075347845962353,0.04199691952119712,48
81021,x1Qiae1f73NqTYhPXQG7Ew,0,2016-10-16 12:14:54,0,s64G_ebYRmv8uvPlVy2oHg,5,0,0DxvXmNVUJXI7nABjmpsDw,0.08531177862000001,0.20822519297000003,0.11084369862000001,0.11085777321500001,0.05511434219,0.14964815762,0.11003315692000001,0.10278105273514539,0.25086341986566113,0.1335411383692563,0.13355809501597404,0.06640009389940482,0.1802915778906611,0.13256462222389717,18
90216,Dx4R3jlNBZly6VLTTYjLMQ,0,2017-05-27 22:08:49,0,5NSHxceBRLHMl9YY_TJ1wA,5,0,87v3ZMg-d52aMmF9XzHAew,0.1173337854605,0.06348207606049999,0.1627529742605,0.0467820692605,0.03605882326,0.4241910116605,0.038300363120499996,0.13199869485317098,0.07141635423819745,0.1830945801462271,0.05262910474319862,0.04056561875661555,0.4772083308134805,0.043087316449109805,22
31014,qTosDLjOmnDIjWnZjOfFcg,0,2016-11-10 06:06:02,0,W2SVOdCGG9rfoFJ_D-SOJg,1,2,bKtblvVWKeFQmXaoIW6loA,1.0025872131987,0.9329795827311999,0.8710747523311997,1.0749276791381002,0.3400490626900002,1.1168742487739998,0.6976724736546999,0.16609672053688357,0.1545649565239471,0.14430930077702486,0.1780812282150831,0.05633528274737366,0.1850304367852448,0.11558207441444278,128
72983,cs1qJvnWUg_f8g020z_3PQ,1,2013-09-06 17:19:57,1,pUfgdUzv7sOjNLqZzJmyoA,5,2,nGUZl7fh77S7IRGyxUrgNw,1.4040776660906003,1.7892618449872,1.4550755463681,1.4115821420783006,0.4127145446500001,1.5740211190034001,0.6370705699538,0.16168925021190703,0.20604587134718086,0.16756200869500754,0.162553442503394,0.04752693308042491,0.18125941370321924,0.07336308045886648,203
89883,PzZgojc8H01p77OAEkh_jg,0,2018-05-10 16:44:07,0,gShpsg7SWaZDuQwgdwAJSQ,1,0,7wDxzZsSy4fUA5xP8yHgCg,7.424238436041505,8.323962623947,7.331020477274297,8.066206568392397,2.404091233490999,7.253162949650296,3.3676406933865977,0.16808205000077103,0.18845147741628746,0.16597162941804608,0.18261597434200444,0.05442774856911808,0.1642089633932718,0.07624215686050104,968
68398,ihL-5oPKYwU26gE4eCcAyA,0,2018-03-05 17:40:58,0,7ZxK_UeJB6tO5N4LfcbkgQ,5,0,pWX8636X1eG8seFwbEjqXA,1.4577892451419,3.2510835409255003,2.3079092391177993,1.7768739007193994,0.5081564545239998,2.0005098191037995,0.8209704471273999,0.12024697313097933,0.268168362810349,0.19036983651084866,0.14656693956892666,0.04191571294486625,0.16501373656561685,0.06771843846841338,222
47214,1JOQhzsW6cu4yVHuPhlRwQ,0,2017-04-08 19:53:20,0,Tcry6B_xYnh1aowgKjnvuw,3,0,HFFiM63x9asevqVOZG5GBQ,0.41434432272349997,0.8355675281214998,0.5362504312288001,0.3750014008288,0.18067549222000004,0.5565530518287999,0.2692130841288,0.1308068026259883,0.2637852402882097,0.1692920608994467,0.11838640360813102,0.057038511580973145,0.17570151492106414,0.08498946607618686,60
10070,3HmrkEZQWaemS2aPoe-xJA,0,2015-04-28 21:10:58,0,TjVeYr2BnHlZwmMk9CNgLQ,5,0,sGW-3cfNkmtOVU2Nrf6qBg,0.1504472574497,0.2987066191664999,0.24543168244380004,0.1780376908026,0.09374001247000001,0.22083210794379998,0.059296491746499994,0.1206965420580789,0.239637841422997,0.19689794207360106,0.1428310093526541,0.07520306816754643,0.1771628958615239,0.04757070106359879,39
43417,YF4QJ_j-PM7cMZja6K1MwQ,0,2018-06-10 07:57:22,0,22FSyCnZ5tszoU0_Ihwe1w,1,1,ifhad-npEGVzQ2X8B0iBKg,0.10584576866050001,0.13222781066050002,0.1050392257605,0.2778971486605,0.00847682496,0.10738238066050002,0.014121972490500002,0.14094143615163007,0.17607106802212208,0.1398674648811439,0.37004051961947265,0.011287516723512076,0.14298754819586762,0.018804446406251646,19
61088,OIhwfK2wTtK23Bp1rtMfDQ,0,2016-03-18 04:08:21,0,ZkUMY4P3MOAOk1mbS6PEjg,3,1,q6XnQNNOEgvZaeizUgHTSw,0.09368685997000001,0.13555594497,0.12396412696999999,0.09647008456499999,0.008939346204,0.13050337597,0.010039366844,0.15636390920390436,0.2262436533589219,0.20689684231369537,0.16100912709258167,0.014919820331603788,0.21781088658015008,0.016755761119142818,12
91301,n8Zqqhff-2cxzWt_nwhU2Q,1,2018-03-17 04:44:33,0,N9wU5UlmkblBUWzzwzI80w,5,1,b50Dm7xqcGxpE761ORm4Zw,0.16777461005000002,0.23310346196000004,0.12914518436,0.26519764071499996,0.042284069039000005,0.31523258985999997,0.057122759114000006,0.13867271118518348,0.19266973141533156,0.10674388005654943,0.21919690844105313,0.034949546250366066,0.26055288030045504,0.047214342351061415,33
96660,V_RCxGOkOI2sV9V25zTwrg,0,2012-12-09 23:34:44,0,rZi5TK5hSffJPsqMC_BD1w,4,0,3VLIMsrXcbsJF7aWqN9yTA,0.16924639885300002,0.5179390067169,0.15183935771690002,0.23169855271689999,0.021246823934999996,0.25396750371689997,0.0347585385619,0.12258047862577397,0.37512887584367155,0.10997304089958065,0.16781284376753686,0.015388486046855016,0.18394162813502485,0.025174646681556844,26
47700,RLsve8g3xva3v9uMBfXW9w,0,2017-12-16 16:29:09,0,WTLZ5VdUK3AHLumAPxUSdA,5,0,R4zmTj13Uz96WEb2o_f4Wg,0.5952376321435999,0.7969460624335997,0.7231453303499998,0.8270401373507997,0.230117047,1.0947603075135999,0.2313679988799,0.1323157674590729,0.17715366801430443,0.16074845440320137,0.18384329985814513,0.05115287077796015,0.24335499378750108,0.051430945699814906,121
86530,nqBLuNgN1VrQhi6vUDr8tA,0,2016-07-16 20:33:20,0,B8IHDAGZzQ_vZNVoATKeRw,4,0,3SrvQNZ1d1D5ynOP2LTVpw,1.3182192342711,2.0038148559064,0.9857766558028996,1.2677783432169,0.30862952034200003,1.3142718924888999,0.5576341056337,0.16995849099289806,0.2583525867966237,0.12709654700868248,0.16345512834650996,0.03979171763655265,0.16944955876425635,0.07189597045447674,170
26049,Qb4sJ4ssSX1clY2wEAOmsA,1,2014-09-25 21:15:01,0,9HRFzV9r7hGWEAjwqX-RDQ,5,2,fiGqQ7pIGKyZ9G0RqWLMpg,2.4942335228485994,2.6451279149281004,2.1502808124539,2.394675417296301,0.7517401278440005,2.470130371588101,0.9619007305125999,0.17985416312865882,0.19073485427471942,0.15505242491241417,0.17267522836062096,0.05420646877891416,0.17811613336560378,0.06936072717906874,269
80502,PJerxJc0SN9h6hXlqSQc5w,3,2014-04-02 21:16:37,1,7uBNz5VnZZoMkq_OMPScfA,5,5,veeaBpjDwo-xfHSz3z3PWg,0.2292472756985,0.5788162780121997,0.151068618914,0.33665389428020004,0.08968036115,0.1878299910247,0.040836578849800007,0.14202502271657733,0.3585926802529295,0.09359118431243892,0.2085663911908484,0.0555594621168401,0.11636587026326035,0.02529938914710556,61
54869,Bs_AR85Lm4eiHXAfeaKnVA,0,2016-01-07 06:14:38,0,i7Cg_y5kLbtcfYbuCGFjGA,1,8,o5VBaN68aiFI0darhcY4YA,0.3947398366851999,0.44349522935739993,0.5148498811852001,0.5975256207852002,0.173739082024,0.5386731143212999,0.3994941948851999,0.1288939267728033,0.14481396683169773,0.16811331595446183,0.1951093263277146,0.056730814665240874,0.17589228777833854,0.13044636166974324,65
1404,hd5xm20tfSa70-6UqD9-bg,0,2018-04-27 18:36:30,0,CUX-4mn-4ExOJ1z7OjMGNA,5,1,vcdMd3zawCdPjqZ12jUn5w,0.3788488785703999,0.3620000345065,0.40012055057039997,0.38738524357039994,0.16375488346000003,0.21941733857040005,0.15892453477040003,0.18297887448909297,0.17484111112844009,0.19325280380821563,0.18710182310602505,0.07909138963449609,0.10597560115924529,0.0767583966744849,44
71970,A5AeXTmOjLbaLPHcfRkmGg,0,2014-07-15 18:24:06,0,kswe6gKVpT6INHXBo-zSTQ,4,0,XFTjyHYir7ZStOOUDWdIyA,0.1748807805764,0.40836313135319996,0.1645710375983,0.2151489999071,0.05748375873,0.1747225957983,0.0325829857021,0.1424396758277555,0.3326100893319465,0.13404243261539178,0.17523797469582394,0.04682028483561714,0.14231083497721042,0.026538707716254495,58
39882,7e88qWZtdonP7cy_p8Cc5Q,0,2016-05-19 20:23:12,0,4LloaT1KkG9eZIWfQXPruw,5,0,r4ipZqJBoV2g4SQa35Rb6Q,0.5683653283878001,0.4429403781528,0.4280073180658999,0.45807046860780004,0.14868248363000003,0.451455735689,0.21020762505470003,0.20990477907001234,0.16358369797306396,0.15806872279456174,0.1691714390537429,0.05491039357812767,0.16672853132770987,0.07763243620278142,54
82484,DPZf7Ao2nZaZ5OMWOLR8Xg,0,2013-04-12 18:40:02,0,9grmWYqPqSPozM9VPrOQyA,5,2,IlfP6QzcL7IVs-oavfQc3g,0.2607989150422,0.5781837293993,0.22494110321440003,0.2307584177782,0.07482709418700001,0.30215532525620004,0.09853850680620001,0.14732711532786602,0.32661999751081394,0.12707078881015643,0.13035703014095626,0.04227034431164499,0.17068963819786576,0.05566508570069654,55
66815,3Hz9nRYehXbfDcSOyuZ7Uw,1,2016-07-16 19:14:36,0,is_uSqjM5FEUOn-rblvEPw,5,0,kpXm7yMz2B2RF7bqORkz9w,0.2553563298275,0.3175984923905,0.11667098322449998,0.1035068619175,0.0827189397,0.1524727620545,0.0554033260245,0.2356277605277475,0.2930611571662054,0.10765710219257216,0.09551002745595066,0.07632815888255988,0.14069287214713444,0.05112292162783007,24
114,Z1wApYkrMmMQinjDdbSLbg,0,2015-10-07 22:45:03,0,QMVMeS2sAGCLTWlkyHIaDg,1,0,k9lY8q4dvX8BwCE2n4PpBA,0.28738426353810004,0.2827405300225,0.2346148508843,0.2393989647203,0.13625788430000002,0.6187070637503,0.1333886290281,0.14871173378285207,0.14630875717644903,0.12140532963310294,0.12388094835490455,0.0705088927499674,0.32016018908358423,0.06902414921913982,51
49357,XhUec_6-kgPy1_ZYUrzvPQ,0,2017-12-17 13:44:39,0,Q-8MVTsYeJY3oe9bgZ_ZkA,4,0,lyYEqqCgxrNQYJLX_yi8IA,0.12179816872840002,0.1265409692284,0.0748545528645,0.0914856457284,0.020366094180000002,0.1792052467284,0.047686072228399996,0.1840027295449072,0.19116776533155333,0.11308414723907062,0.13820904455256264,0.030767432371213096,0.27072865619452824,0.07204022476616474,15
86760,6fPQJq4f_yiq1NHn0fd11Q,5,2011-04-24 02:24:19,3,j1fWFksrX1zlJDdtopBuEA,3,4,77wo69hNeqoPVBRRLzO1hw,0.3855640551650999,0.4543792764775999,0.6412709440112999,0.4060334453175999,0.10838574878000001,0.3877067899574999,0.1367589419804,0.15299558640652478,0.180302138968569,0.2544625797196339,0.16111804053006765,0.04300852470701833,0.15384584451976233,0.054267285148424105,136
24391,AU0A_2XPYpuSwOmJDhzW-g,0,2017-08-17 04:51:22,0,Cs_tkTaq4TyKmMjT1IJyXQ,5,2,hXqQJtoa9kJpJC2EP6QlIQ,0.30367720388400005,0.5986987342118,0.3256024240457999,0.3701028427448,0.09582698967400001,0.44712976547680006,0.111293560111,0.1348279332626924,0.2658128827200387,0.1445623884109102,0.16431987894945757,0.0425456860221424,0.19851862901931044,0.04941260161544827,58
32520,dcGFb4SWiR_Fs13zpOfOjg,1,2015-10-18 00:06:35,0,o9aSPuxFZtxUzy3iMVgHRQ,4,1,o_-iGm_Efc0GYXb6sy_beA,0.4534793860308999,0.3676133561669999,0.3468254850309,0.30809586793089994,0.14481989382,0.5594493920308999,0.1842204897309,0.19178627349368238,0.1554716660504843,0.14668002422095286,0.13030042866213715,0.06124747589209274,0.23660328872942749,0.07791084295122305,76
87047,QAilTGs5JeHVkoCh769RHg,0,2015-04-02 07:30:32,0,4bNUwBY7_gCR3MtU3_QitA,5,2,IDuBHrBIU2U_n9YGtZze5A,0.2659078359625,0.23996070576250003,0.14950009133250003,0.2588044726875,0.09585979135999999,0.26266407413249987,0.1596819824755,0.1856407030229089,0.16752599243410832,0.10437188492959018,0.18068156615721653,0.06692348495592809,0.18337610550031078,0.11148026299993712,40
19106,faPVqws-x-5k2CQKDNtHxw,0,2015-04-29 04:49:43,1,KQb_Veqq8tla3jj2LMn0OA,2,0,EoDVa1xeOQVzfVSeCJZPbg,1.2981687504613002,1.5316818995791006,1.0864814541660002,1.3047931181386998,0.4023851544369999,1.7159062770317013,0.5410272735125002,0.16473294682800269,0.19436492584736578,0.137870590056292,0.16557355526814763,0.0510612293098978,0.21774233696170447,0.06865441572858973,205
56751,B9dxWJG-8Sp2hbGl8QjUOw,0,2018-06-09 16:32:08,0,y11pGVvprrIhud_YZVk5Rg,1,1,MDanwa_H9nn5Xt39H6WIGg,0.5697346238584999,0.6196467355475,0.5986947486585,0.9288541333164,0.19343904243,0.6497201725475001,0.25309729473639997,0.149411676124943,0.1625010197493196,0.1570064063834821,0.24358999281892435,0.05072897160739948,0.17038771373076853,0.06637421958516283,59
23861,rv_HhRxfYaCF7IZHovpklg,0,2016-05-31 23:19:46,0,BoBy7al5LgpK1hhlu1QPdQ,5,0,_AuF07WTd1WxgKSFAebhDQ,0.4004021134907,0.33770055509069996,0.24004981826800004,0.29138301880069994,0.15444022655,0.30172713722089994,0.1174679722811,0.21723548595253575,0.18321717523419914,0.13023742174996808,0.1580879060194,0.08379051092593251,0.16370003821363957,0.06373146190432499,44
96754,V2lhqmmpe3G51WDOfhVQXQ,1,2013-10-07 14:03:44,1,4S_GbJO878XZj9RVh6RG7w,1,4,i7mBC7m7k2FLrdVUx0UqUg,2.7403643977157994,2.4791807741822,2.9368954941440006,2.2149536773822014,0.7863708869000006,2.475918714878201,1.787743019234001,0.17769849729440715,0.16076208640740433,0.1904425252550767,0.14362832197630876,0.050992096173295955,0.16055055868616805,0.11592591420733914,290
80317,p2X4WdGMsi26t_6hN3Hz4w,0,2017-12-05 16:33:56,1,MfT06xthckuVIw7gQ-QJoQ,4,0,PNo1yZIVIWm05XPcjDoKlA,0.8449611843888999,0.5794007507889,0.7306161205249999,0.5516968713889001,0.23964698644000004,0.8502910053889,0.3395415441889,0.2042866609371427,0.14008199064048374,0.1766414013406389,0.1333840107543137,0.057939564050960755,0.20557525425432585,0.08209111802213442,42
44796,_j2EtQtgLuXGRBfbM5YwZA,0,2011-05-31 06:36:45,0,MgbBpjA_aYqVEe37pcVrJA,2,1,h9AS6_xuu_9U058y-cYgRQ,0.9389794012993999,1.5729733869152005,1.4369751797628,0.9539689994714001,0.3435858633599999,1.2167856889377,0.5825742214224,0.13326715281522505,0.22324843807885578,0.20394653025202308,0.1353945914655963,0.04876433891327517,0.17269555021828892,0.08268339825673593,182
8044,F4Q1K6fUVpMP7eGEHJ3RKA,0,2015-07-03 22:23:35,0,EngDKTlb_OyZi-2kyjghSQ,2,3,mRMoX1irrRhkd4w6na4dqg,0.5865381736560998,0.6178968374018999,0.42042318110329996,0.5880811629432998,0.1726261638,0.7894743384446999,0.18892182915030004,0.1743593501703723,0.18368129455269094,0.12497858783307816,0.17481803235257204,0.05131632874797326,0.23468588884738295,0.056160517495930325,96
32005,ixUUuzy879Tfn4Cu7kH_0w,0,2008-12-13 03:41:07,0,pYqiM3fbsrTyHXllmrqZGw,5,3,V-bp-0DBKoHlPB_WYxZY4Q,1.5252907200282,2.8648474937258017,1.8473491751332995,1.4413117656358005,0.83690822613,2.4073379038172007,0.9151891684926997,0.1288444426479857,0.24199955703772674,0.15604938240354962,0.12175056773563506,0.07069535828634729,0.20335278147956143,0.07730791040919419,248
50794,qgixm44W9chBRmjHif278g,0,2016-12-05 01:56:39,0,bys2SZyibYzVM4JxrU0jiw,4,0,mZmcNjAR6yMSnMnrVi4xJg,0.7569888003599001,0.9895769627099,0.8669542113599001,0.6305564983599,0.28960619763000006,0.6853904234959999,0.40706887890990007,0.16363285104662612,0.21390976941970027,0.1874032868970496,0.13630288522571568,0.06260209896954759,0.14815594236451532,0.08799316607684554,76
93283,FvVSy2r7_zDEhZWqLgjXNQ,0,2018-08-16 23:20:45,0,RWSbsoTzpD5fqIRF6MC1qA,5,0,vk6iSoSzFek5njezoLkeQw,0.48178684186789994,0.800380192204,0.6380846490679002,0.5510826440679001,0.27685225262999996,0.5297589560679001,0.3180558952179,0.13397849002450898,0.22257504829577804,0.1774428240059246,0.15324872768354963,0.07698891614275662,0.1473188946708476,0.08844709917663456,49
10905,i5k6adxc1CsMxdp4bCt6Dw,0,2010-01-08 19:35:32,0,3mKqq-dMWb-sqc-24GYwUw,5,1,-InhDRRVG7wrwsgAUvN4Qw,1.0500657165397997,1.815409736755201,1.1592193842494,1.4946570825212004,0.6355171529600001,1.8481237373365005,0.7851980953241998,0.11948599294313991,0.20657377112513114,0.1319064864077247,0.17007562745981078,0.07231490073216272,0.21029626656615896,0.08934695476587179,221
55126,qQCsLGMncJp1xWUGnOKCQA,0,2015-06-21 23:22:22,0,5m-iHoHX0wA1la1mQZ0RFQ,4,1,g4YlXRQjek_ygY1oC2lQ8A,0.49733127028489993,0.7528861015146999,0.39512515301449996,0.4811791473216,0.106505270417,0.5200898752738998,0.2332734950915,0.1665325755088394,0.25210572719110863,0.1323086106010069,0.16112399817270506,0.03566354670931484,0.17415334928732173,0.07811219252970347,81
70656,7z2x16M7IuG8KPfMsyVrKA,1,2018-04-16 16:54:36,0,q1aTOTQ-GXMg7y0Lo5uM1w,5,2,hHqH_E9FCI_B6WubV0jPYA,0.6092582901114999,0.40549048583349995,0.4154302069305001,0.48262168985850007,0.14904863241000002,0.6345414609735001,0.30621165005189993,0.20291007788129578,0.13504634634605017,0.1383567150593615,0.16073446396350052,0.049639816316457336,0.21133049702365278,0.10198208340968182,66
54744,I4EmpNOW7zCcx7fUnQ9ixg,0,2013-09-04 20:07:32,0,6lkhI2TOiD2usTAvf0rmog,3,0,iP1JKQ8jzz_yOxbzywLDxQ,0.1846770436605,0.2587299496605,0.1800618126605,0.1739712686605,0.044097540914,0.1717016536605,0.058712583734499994,0.17228109933491742,0.24136340540690948,0.16797565316464902,0.16229392036738466,0.041137613403627135,0.1601766471020305,0.054771661220481896,17
81446,faPVqws-x-5k2CQKDNtHxw,0,2017-08-18 03:12:10,0,1QFxgc6UFZvcuu1_WYG3Hw,3,0,2tPZN-kAeXLwD9yuqMbPHQ,1.1178185462581003,1.2151961814720997,0.9528540274633996,1.4289647600959994,0.18891984091599992,0.8040672058583999,0.42852441751060005,0.18216357619704637,0.1980325724053968,0.15528038769578045,0.23286903928192482,0.030787030641992487,0.13103357267800508,0.06983382109985405,156
54028,y2V42mxWvVoH4NvUT_n8eg,0,2017-04-30 23:27:56,0,FUH05DeOMagOwnbaykTeEw,1,0,jC2F29-qV5gD2Ml5A2j48A,0.7408110067607997,0.6679734788695998,0.9428352527329998,0.8431626237608,0.21307032743300006,0.7869781554607999,0.5339069686895996,0.15666146780507625,0.1412583029943609,0.19938412529447547,0.17830606326209333,0.04505860460593835,0.16642456961337943,0.11290686642467629,94
96383,lzGeyctmJWzetpDWFhE86Q,0,2015-10-09 21:36:31,0,jSAzIfxDUbaciGKSF7UQHg,5,0,UYa9OVml7wCnvn9iMtGNvw,0.9348429723991999,1.8662090330895003,0.7336916051882,1.0021831697751997,0.43654690281,0.9838334980812002,0.5784486845645999,0.14303517321930115,0.285538363332098,0.11225811065179389,0.15333852584715293,0.06679363669122579,0.15053094366836992,0.08850524659005848,118
